ENSEMBL Gene ID	Gene symbol	siUPF1LL vs NT log2(fold change)	False discovery rate (FDR)
ENSG00000049759	NEDD4L	-0.123897187	0.145270515
ENSG00000049769	PPP1R3F	-0.521817495	0.006660267
ENSG00000049860	HEXB	-0.002247481	0.975061154
ENSG00000049883	PTCD2	-0.761409378	8.51E-06
ENSG00000050130	JKAMP	0.102486426	0.123668115
ENSG00000050344	NFE2L3	0.107738298	0.168123265
ENSG00000050393	MCUR1	0.117300431	0.05830747
ENSG00000050405	LIMA1	-0.00848154	0.895414271
ENSG00000050426	LETMD1	-0.067310199	0.42704196
ENSG00000050438	SLC4A8	1.709721593	1.01885E-05
ENSG00000050555	LAMC3	-0.648938397	0.000124801
ENSG00000050748	MAPK9	0.249105216	0.001491646
ENSG00000050820	BCAR1	0.214623186	0.002650873
ENSG00000051009	FAM160A2	0.049613924	0.608289737
ENSG00000051108	HERPUD1	-0.280577625	0.004450239
ENSG00000051128	HOMER3	0.559089468	0.001599063
ENSG00000051180	RAD51	0.093737969	0.462343252
ENSG00000051341	POLQ	-0.481514344	5.66E-07
ENSG00000051382	PIK3CB	0.367722933	0.002071166
ENSG00000051523	CYBA	0.201837804	0.002995504
ENSG00000051596	THOC3	-0.282931391	0.001246617
ENSG00000051620	HEBP2	0.225144159	0.000376528
ENSG00000051825	MPHOSPH9	-0.326847482	3.41E-06
ENSG00000052126	PLEKHA5	0.04952699	0.576677565
ENSG00000052723	SIKE1	0.033058444	0.658008937
ENSG00000052749	RRP12	-0.372905334	4.40E-06
ENSG00000052795	FNIP2	-0.381361442	0.00010594
ENSG00000052802	MSMO1	-0.297640384	0.000575256
ENSG00000052841	TTC17	0.286847145	0.000267064
ENSG00000052850	ALX4	-0.179186654	0.049679489
ENSG00000053254	FOXN3	0.750482909	3.52E-09
ENSG00000053371	AKR7A2	0.289233172	0.000263144
ENSG00000053372	MRTO4	-0.753261459	1.14E-09
ENSG00000053501	USE1	-0.222669944	0.074134743
ENSG00000053524	MCF2L2	0.485136155	0.119860686
ENSG00000053702	NRIP2	-0.447805685	0.12328003
ENSG00000053747	LAMA3	-0.322184075	0.00036742
ENSG00000053770	AP5M1	-0.251130456	0.001468313
ENSG00000053900	ANAPC4	-0.446417637	7.70E-06
ENSG00000054116	TRAPPC3	0.09751578	0.1433755
ENSG00000054118	THRAP3	0.084799308	0.079696993
ENSG00000054148	PHPT1	0.213575378	0.018136691
ENSG00000054267	ARID4B	0.201273098	0.002856614
ENSG00000054277	OPN3	0.371054453	0.013952663
ENSG00000054282	SDCCAG8	-0.009779464	0.921451978
ENSG00000054392	HHAT	1.000744442	9.91E-07
ENSG00000054523	KIF1B	0.189787354	0.00508063
ENSG00000054598	FOXC1	-0.109692983	0.037281346
ENSG00000054611	TBC1D22A	-0.037608031	0.778282393
ENSG00000054654	SYNE2	0.631961689	2.02E-07
ENSG00000054690	PLEKHH1	-0.170557979	0.084868226
ENSG00000054793	ATP9A	0.666599957	1.04E-08
ENSG00000054965	FAM168A	0.303878891	4.81718E-05
ENSG00000054967	RELT	0.667770343	1.99E-06
ENSG00000054983	GALC	-0.563369015	0.004178175
ENSG00000055044	NOP58	-0.228098513	0.000518074
ENSG00000055070	SZRD1	-0.198397464	0.000834349
ENSG00000055118	KCNH2	1.257795088	6.31E-07
ENSG00000055130	CUL1	-0.502595253	1.81E-08
ENSG00000055147	FAM114A2	-0.018964242	0.80688196
ENSG00000055163	CYFIP2	0.580028617	1.03E-08
ENSG00000055208	TAB2	0.689309957	3.81E-07
ENSG00000055211	GINM1	-0.080067335	0.305030494
ENSG00000055332	EIF2AK2	0.130914891	0.046238471
ENSG00000055483	USP36	-0.4898397	2.58E-06
ENSG00000055609	KMT2C	0.483575375	8.39E-07
ENSG00000055732	MCOLN3	1.240229034	2.06E-09
ENSG00000055917	PUM2	0.042522471	0.571640107
ENSG00000055950	MRPL43	0.078587174	0.24786338
ENSG00000056050	C4orf27	-0.060784705	0.464072149
ENSG00000056097	ZFR	0.110490779	0.035919756
ENSG00000056277	ZNF280C	-0.211058041	0.009018573
ENSG00000056487	PHF21B	-0.595720351	0.015294832
ENSG00000056558	TRAF1	-0.617894533	0.055136178
ENSG00000056586	RC3H2	0.252156963	0.000133722
ENSG00000056661	PCGF2	0.392755906	0.002937102
ENSG00000056736	IL17RB	-0.418968475	0.000563632
ENSG00000056972	TRAF3IP2	0.019350886	0.885754709
ENSG00000057019	DCBLD2	-0.200017307	0.008485541
ENSG00000057252	SOAT1	0.587761266	1.28E-08
ENSG00000057294	PKP2	0.014380457	0.875119604
ENSG00000057608	GDI2	-0.054338116	0.274262012
ENSG00000057663	ATG5	-0.107341383	0.111264761
ENSG00000057704	TMCC3	0.865583465	1.24E-06
ENSG00000057757	PITHD1	-0.223068351	0.001576263
ENSG00000057935	MTA3	0.061269206	0.46403145
ENSG00000058056	USP13	-0.076908618	0.315433426
ENSG00000058063	ATP11B	0.292982214	7.53472E-05
ENSG00000058085	LAMC2	-0.025582688	0.944595258
ENSG00000058091	CDK14	0.547493943	2.15456E-05
ENSG00000058262	SEC61A1	-0.406702515	3.36E-08
ENSG00000058272	PPP1R12A	0.095491145	0.135079735
ENSG00000058404	CAMK2B	0.001534684	0.995769224
ENSG00000058453	CROCC	1.300451327	2.20E-09
ENSG00000058600	POLR3E	-0.575937056	2.26E-08
ENSG00000058668	ATP2B4	-0.399107348	9.25E-06
ENSG00000058673	ZC3H11A	-0.006890567	0.907116286
ENSG00000058729	RIOK2	-0.412182628	6.18E-06
ENSG00000058799	YIPF1	0.321826675	0.000511382
ENSG00000058804	NDC1	-0.959801764	5.66E-11
ENSG00000059122	FLYWCH1	0.371058868	0.000216451
ENSG00000059145	UNKL	0.690674041	1.79E-07
ENSG00000059377	TBXAS1	0.418599021	0.154237718
ENSG00000059573	ALDH18A1	-0.308031673	1.45478E-05
ENSG00000059588	TARBP1	-0.924505805	1.76E-10
ENSG00000059691	PET112	-0.064914159	0.416167489
ENSG00000059728	MXD1	0.82062629	6.55E-08
ENSG00000059758	CDK17	-0.230640523	0.009619615
ENSG00000059769	DNAJC25	-0.184929192	0.134219141
ENSG00000059804	SLC2A3	0.061694018	0.759197298
ENSG00000059915	PSD	0.570158808	0.058873042
ENSG00000060069	CTDP1	-0.151420186	0.080097678
ENSG00000060138	YBX3	0.578634445	3.20E-09
ENSG00000060237	WNK1	-0.236726415	0.000502913
ENSG00000060339	CCAR1	-0.157091657	0.006782918
ENSG00000060491	OGFR	-0.588672301	4.39E-07
ENSG00000060642	PIGV	-0.568289982	9.46426E-05
ENSG00000060656	PTPRU	0.413295546	3.12003E-05
ENSG00000060688	SNRNP40	-0.144007067	0.015963081
ENSG00000060749	QSER1	-0.43416943	9.01E-07
ENSG00000060762	MPC1	0.093355233	0.240922026
ENSG00000060971	ACAA1	-0.080826203	0.596178198
ENSG00000060982	BCAT1	-0.674194878	6.64E-09
ENSG00000061273	HDAC7	0.50687447	0.000040187
ENSG00000061337	LZTS1	0.155886728	0.485701308
ENSG00000061455	PRDM6	-0.286553763	0.012477023
ENSG00000061656	SPAG4	0.049799467	0.875422706
ENSG00000061676	NCKAP1	-0.101998736	0.062951149
ENSG00000061794	MRPS35	-0.378287397	4.53E-06
ENSG00000061918	GUCY1B3	0.438785781	1.09405E-05
ENSG00000061936	SFSWAP	0.090573912	0.140565534
ENSG00000061938	TNK2	0.427584387	2.41744E-05
ENSG00000061987	MON2	-0.369153694	2.07293E-05
ENSG00000062194	GPBP1	-0.049189723	0.361728683
ENSG00000062370	ZNF112	-0.906667324	1.85503E-05
ENSG00000062485	CS	-0.351704269	2.76E-07
ENSG00000062524	LTK	0.451906261	0.042249667
ENSG00000062582	MRPS24	-0.004557503	0.982496614
ENSG00000062598	ELMO2	-0.065816031	0.368293392
ENSG00000062650	WAPAL	-0.143043458	0.015938486
ENSG00000062716	VMP1	-0.397588055	3.82E-06
ENSG00000062725	APPBP2	-0.647680832	1.53E-08
ENSG00000062822	POLD1	0.336838362	1.93334E-05
ENSG00000063046	EIF4B	-0.283822458	1.78E-06
ENSG00000063169	GLTSCR1	0.003438567	0.991279761
ENSG00000063176	SPHK2	0.106008232	0.341869172
ENSG00000063177	RPL18	-0.480001471	8.80E-09
ENSG00000063180	CA11	0.732368478	1.13691E-05
ENSG00000063241	ISOC2	-0.384621695	8.62691E-05
ENSG00000063244	U2AF2	-0.559126621	3.09E-09
ENSG00000063245	EPN1	-0.032877842	0.666239739
ENSG00000063322	MED29	-0.271241624	0.00023772
ENSG00000063438	AHRR	-0.076320025	0.450919034
ENSG00000063587	ZNF275	-0.169900784	0.014153831
ENSG00000063601	MTMR1	-0.161384586	0.010095974
ENSG00000063660	GPC1	0.238432051	0.018563751
ENSG00000063761	ADCK1	-0.418682318	0.001339562
ENSG00000063854	HAGH	0.29863154	0.001027366
ENSG00000063978	RNF4	0.095660439	0.160852487
ENSG00000064012	CASP8	-0.263033637	0.004480766
ENSG00000064042	LIMCH1	0.045251742	0.599450596
ENSG00000064102	ASUN	-0.356445185	1.39527E-05
ENSG00000064115	TM7SF3	0.492462618	9.93E-08
ENSG00000064199	SPA17	0.229711538	0.044821503
ENSG00000064225	ST3GAL6	0.246911756	0.028076415
ENSG00000064309	CDON	-0.119870582	0.066027554
ENSG00000064313	TAF2	0.085160193	0.112386466
ENSG00000064393	HIPK2	-0.400166883	0.000380537
ENSG00000064419	TNPO3	-0.16973127	0.00836155
ENSG00000064490	RFXANK	0.472799902	7.99E-06
ENSG00000064545	TMEM161A	-0.165099864	0.01414529
ENSG00000064601	CTSA	0.730092014	1.46E-09
ENSG00000064607	SUGP2	0.40337272	3.76E-07
ENSG00000064651	SLC12A2	-0.607165831	1.09E-07
ENSG00000064652	SNX24	0.645258274	8.91E-06
ENSG00000064655	EYA2	-0.215298187	0.08868218
ENSG00000064666	CNN2	1.471925622	6.15E-12
ENSG00000064687	ABCA7	1.361850587	5.35E-08
ENSG00000064692	SNCAIP	1.096820364	4.32992E-05
ENSG00000064703	DDX20	-0.228677599	0.000494319
ENSG00000064726	BTBD1	-0.380363502	6.16846E-05
ENSG00000064763	FAR2	-0.816138003	1.01E-08
ENSG00000064932	SBNO2	0.486006308	5.51E-06
ENSG00000064933	PMS1	-0.515180012	1.30208E-05
ENSG00000064961	HMG20B	0.268645053	0.000609013
ENSG00000064995	TAF11	-0.199663633	0.002173463
ENSG00000064999	ANKS1A	0.063046029	0.315695901
ENSG00000065000	AP3D1	0.020037703	0.703248904
ENSG00000065029	ZNF76	0.158250707	0.097267168
ENSG00000065054	SLC9A3R2	0.095915967	0.331160286
ENSG00000065057	NTHL1	-0.370219407	0.00017732
ENSG00000065060	UHRF1BP1	-0.090852101	0.149274842
ENSG00000065135	GNAI3	0.014716804	0.821594373
ENSG00000065150	IPO5	-0.538303789	7.38E-10
ENSG00000065154	OAT	0.13391656	0.031313744
ENSG00000065183	WDR3	-0.659970604	3.83E-10
ENSG00000065243	PKN2	-0.502792898	3.00E-07
ENSG00000065268	WDR18	0.648473011	8.28E-08
ENSG00000065308	TRAM2	-0.309478033	0.001729595
ENSG00000065320	NTN1	0.208682918	0.003478983
ENSG00000065328	MCM10	-0.633186938	2.21E-09
ENSG00000065357	DGKA	0.88983954	0.000014613
ENSG00000065361	ERBB3	0.786591145	0.002525081
ENSG00000065413	ANKRD44	0.141701385	0.400947781
ENSG00000065427	KARS	-0.18049979	0.000951522
ENSG00000065457	ADAT1	-0.161248869	0.030300077
ENSG00000065485	PDIA5	0.257976605	0.040215277
ENSG00000065491	TBC1D22B	-0.000759039	0.994762545
ENSG00000065518	NDUFB4	-0.026214005	0.711979943
ENSG00000065526	SPEN	-0.973966849	4.49E-10
ENSG00000065534	MYLK	-0.33145104	0.011713723
ENSG00000065548	ZC3H15	-0.248391199	0.000274697
ENSG00000065559	MAP2K4	-0.226237277	0.000735884
ENSG00000065600	TMEM206	0.238709708	0.002127409
ENSG00000065609	SNAP91	0.457508957	0.01252622
ENSG00000065613	SLK	-0.191003467	0.00122582
ENSG00000065615	CYB5R4	0.106097526	0.181122418
ENSG00000065621	GSTO2	-0.933292746	4.82758E-05
ENSG00000065665	SEC61A2	-0.055106142	0.538698876
ENSG00000065675	PRKCQ	0.42582618	0.003156475
ENSG00000065717	TLE2	1.999417209	1.43E-08
ENSG00000065802	ASB1	-0.064555525	0.45605132
ENSG00000065809	FAM107B	0.670520025	7.27E-06
ENSG00000065833	ME1	0.392320382	0.000120123
ENSG00000065882	TBC1D1	-0.134702929	0.048354455
ENSG00000065883	CDK13	-0.517149362	1.99E-07
ENSG00000065911	MTHFD2	-0.542548917	1.44E-07
ENSG00000065923	SLC9A7	0.052456581	0.640689761
ENSG00000065970	FOXJ2	-0.116846815	0.195993222
ENSG00000065978	YBX1	-0.058340435	0.152722334
ENSG00000065989	PDE4A	0.186163026	0.420839698
ENSG00000066027	PPP2R5A	-0.146523085	0.025498427
ENSG00000066044	ELAVL1	-0.348527599	8.60E-06
ENSG00000066084	DIP2B	-0.374008271	1.98E-06
ENSG00000066117	SMARCD1	0.350773687	2.09E-06
ENSG00000066135	KDM4A	0.021694683	0.715491368
ENSG00000066136	NFYC	-0.037459948	0.627216623
ENSG00000066248	NGEF	0.860408212	1.84694E-05
ENSG00000066279	ASPM	-0.344944033	4.86E-07
ENSG00000066322	ELOVL1	-0.270143631	0.000430608
ENSG00000066379	ZNRD1	-0.259386798	0.013244664
ENSG00000066382	MPPED2	1.272331604	0.000171535
ENSG00000066422	ZBTB11	-0.144965358	0.025450895
ENSG00000066427	ATXN3	-0.209726694	0.019238156
ENSG00000066455	GOLGA5	0.216256766	0.003665328
ENSG00000066468	FGFR2	0.891905796	3.84E-09
ENSG00000066557	LRRC40	-0.113672336	0.127792982
ENSG00000066583	ISOC1	-0.108985699	0.194790383
ENSG00000066629	EML1	0.121751801	0.095291498
ENSG00000066651	TRMT11	-0.169441552	0.037665713
ENSG00000066654	THUMPD1	-0.978372214	1.59E-11
ENSG00000066697	MSANTD3	0.581869348	1.22E-06
ENSG00000066735	KIF26A	-0.134746914	0.141453743
ENSG00000066739	ATG2B	0.097658579	0.15871976
ENSG00000066777	ARFGEF1	0.192890363	0.003870242
ENSG00000066827	ZFAT	0.115611441	0.182827687
ENSG00000066855	MTFR1	0.228671548	0.004352589
ENSG00000066926	FECH	-0.362089814	3.63016E-05
ENSG00000066933	MYO9A	0.044566116	0.457095613
ENSG00000067057	PFKP	-0.58439297	2.76E-07
ENSG00000067064	IDI1	-0.066165064	0.398395423
ENSG00000067082	KLF6	0.199710754	0.218537784
ENSG00000067113	PPAP2A	0.120597869	0.34769775
ENSG00000067141	NEO1	0.321879716	2.60918E-05
ENSG00000067167	TRAM1	0.015704288	0.827059714
ENSG00000067177	PHKA1	0.014437513	0.829953668
ENSG00000067182	TNFRSF1A	0.093328984	0.222174803
ENSG00000067191	CACNB1	0.663249864	0.001045391
ENSG00000067208	EVI5	0.533607036	6.17E-07
ENSG00000067221	STOML1	-0.083734148	0.485436911
ENSG00000067225	PKM	-0.117416477	0.002486489
ENSG00000067248	DHX29	-0.143676838	0.024254462
ENSG00000067334	DNTTIP2	-0.233571576	0.000522108
ENSG00000067365	METTL22	-0.129459701	0.366386502
ENSG00000067369	TP53BP1	-0.030695567	0.638086692
ENSG00000067445	TRO	-0.547876241	2.88E-07
ENSG00000067533	RRP15	-0.869052332	4.18E-09
ENSG00000067560	RHOA	0.011442192	0.809288278
ENSG00000067596	DHX8	-0.182350634	0.002897556
ENSG00000067601	PMS2P4	-0.036588305	0.910684932
ENSG00000067606	PRKCZ	-0.199789167	0.088353222
ENSG00000067704	IARS2	-0.133663408	0.011210761
ENSG00000067715	SYT1	0.671344104	0.000049664
ENSG00000067829	IDH3G	-0.033235465	0.634960275
ENSG00000067836	ROGDI	0.624857506	0.000021456
ENSG00000067840	PDZD4	1.238882277	8.58E-07
ENSG00000067900	ROCK1	-0.020482254	0.738773919
ENSG00000067955	CBFB	-0.38913734	0.000227624
ENSG00000067992	PDK3	-0.123049536	0.117149654
ENSG00000068001	HYAL2	-0.300789796	0.000596971
ENSG00000068024	HDAC4	-0.836785809	1.66E-06
ENSG00000068028	RASSF1	0.259959851	0.020216602
ENSG00000068078	FGFR3	0.146665209	0.047083415
ENSG00000068079	IFI35	0.510320544	0.064868813
ENSG00000068097	HEATR6	-0.422457937	4.12425E-05
ENSG00000068120	COASY	0.010692174	0.897802395
ENSG00000068137	PLEKHH3	0.625685528	1.04E-06
ENSG00000068305	MEF2A	0.139666587	0.032390325
ENSG00000068308	OTUD5	-0.424706798	4.92E-06
ENSG00000068323	TFE3	0.110683704	0.194783497
ENSG00000068354	TBC1D25	0.098911943	0.498110318
ENSG00000068366	ACSL4	-0.221717479	0.003060847
ENSG00000068383	INPP5A	-0.10126452	0.176190363
ENSG00000068394	GPKOW	0.354937799	0.000913037
ENSG00000068400	GRIPAP1	0.532921795	2.59E-06
ENSG00000068438	FTSJ1	0.237122274	0.004412891
ENSG00000068489	PRR11	0.576631304	3.41E-07
ENSG00000068615	REEP1	-0.520394799	2.05791E-05
ENSG00000068650	ATP11A	0.499637321	0.005952645
ENSG00000068654	POLR1A	-0.308813534	4.66504E-05
ENSG00000068697	LAPTM4A	0.312992983	0.000234398
ENSG00000068724	TTC7A	-0.241017257	0.058805029
ENSG00000068745	IP6K2	0.237018261	0.005244759
ENSG00000068784	SRBD1	-0.378859614	1.26641E-05
ENSG00000068793	CYFIP1	-0.086859105	0.119758976
ENSG00000068796	KIF2A	-0.328056906	4.39036E-05
ENSG00000068878	PSME4	0.042658616	0.577638338
ENSG00000068885	IFT80	0.148593931	0.224126717
ENSG00000068903	SIRT2	0.398641206	9.41E-06
ENSG00000068912	ERLEC1	0.054774555	0.413287007
ENSG00000068971	PPP2R5B	0.75580892	2.62E-06
ENSG00000069011	PITX1	-0.147013856	0.078470925
ENSG00000069020	MAST4	0.551859681	5.74823E-05
ENSG00000069188	SDK2	0.435741625	0.000229256
ENSG00000069248	NUP133	-0.391233945	7.20E-08
ENSG00000069275	NUCKS1	-0.083319543	0.127126787
ENSG00000069329	VPS35	-0.174699123	0.003926895
ENSG00000069345	DNAJA2	-0.386659735	1.57E-06
ENSG00000069424	KCNAB2	-0.100587245	0.641036484
ENSG00000069493	CLEC2D	-0.750512925	0.046760024
ENSG00000069509	FUNDC1	0.311881097	0.000607677
ENSG00000069667	RORA	0.09185487	0.497245683
ENSG00000069702	TGFBR3	-0.140016938	0.072515347
ENSG00000069712	KIAA1107	-0.105364375	0.511493344
ENSG00000069849	ATP1B3	-0.161862209	0.004252086
ENSG00000069869	NEDD4	0.238567119	0.002811892
ENSG00000069943	PIGB	-0.383068742	0.028935908
ENSG00000069956	MAPK6	-0.194334031	0.006675796
ENSG00000069966	GNB5	0.012951327	0.914836825
ENSG00000069974	RAB27A	0.485441868	0.072411821
ENSG00000069998	CECR5	-0.15171079	0.01912473
ENSG00000070010	UFD1L	0.373337814	2.87E-06
ENSG00000070018	LRP6	0.105580455	0.085206537
ENSG00000070047	PHRF1	-0.13749549	0.03643284
ENSG00000070061	IKBKAP	-0.335911898	1.77E-06
ENSG00000070081	NUCB2	0.288805125	0.000353088
ENSG00000070087	PFN2	-0.055702366	0.365395617
ENSG00000070159	PTPN3	-0.137627821	0.12416737
ENSG00000070182	SPTB	0.815734571	4.01E-07
ENSG00000070214	SLC44A1	0.038791252	0.560136312
ENSG00000070269	TMEM260	0.091779395	0.421680408
ENSG00000070366	SMG6	-0.255100055	0.00038595
ENSG00000070367	EXOC5	-0.045770144	0.543511627
ENSG00000070371	CLTCL1	0.53155401	2.77E-06
ENSG00000070404	FSTL3	0.073700336	0.684327884
ENSG00000070413	DGCR2	0.062640242	0.22721506
ENSG00000070423	RNF126	-0.075019904	0.350008845
ENSG00000070444	MNT	-0.099905571	0.477550421
ENSG00000070476	ZXDC	-0.156741345	0.119774153
ENSG00000070495	JMJD6	-0.053441322	0.456574276
ENSG00000070501	POLB	-0.087608064	0.343305189
ENSG00000070540	WIPI1	0.788858416	0.000499158
ENSG00000070601	FRMPD1	0.67615215	0.002738426
ENSG00000070610	GBA2	0.571486825	2.63E-08
ENSG00000070614	NDST1	0.251938871	0.000641963
ENSG00000070669	ASNS	-0.969988543	3.27E-10
ENSG00000070718	AP3M2	-0.24691777	0.001663329
ENSG00000070731	ST6GALNAC2	-0.583017243	0.009689561
ENSG00000070756	PABPC1	-0.138063661	0.028802612
ENSG00000070759	TESK2	0.273777424	0.038359476
ENSG00000070761	C16orf80	-0.277088995	0.000307035
ENSG00000070770	CSNK2A2	0.175840648	0.00983559
ENSG00000070778	PTPN21	0.623839853	2.58E-06
ENSG00000070785	EIF2B3	-0.592522378	3.40E-08
ENSG00000070814	TCOF1	-0.299873514	5.81E-06
ENSG00000070831	CDC42	-0.716093848	1.26E-10
ENSG00000070882	OSBPL3	-0.200814576	0.006582379
ENSG00000070886	EPHA8	-0.513876721	0.001679859
ENSG00000070950	RAD18	-0.317729067	5.83283E-05
ENSG00000070961	ATP2B1	-0.392656943	3.37E-06
ENSG00000071051	NCK2	0.05774539	0.480664604
ENSG00000071054	MAP4K4	0.287595351	0.000134264
ENSG00000071073	MGAT4A	-0.012858829	0.879338136
ENSG00000071082	RPL31	-0.53808174	4.39E-09
ENSG00000071127	WDR1	0.14687714	0.007867865
ENSG00000071189	SNX13	0.309867831	0.00010287
ENSG00000071205	ARHGAP10	0.07688182	0.376915647
ENSG00000071242	RPS6KA2	0.101667791	0.345504703
ENSG00000071243	ING3	0.131249545	0.15152934
ENSG00000071246	VASH1	-0.237333047	0.035923941
ENSG00000071282	LMCD1	-0.89485177	0.000314263
ENSG00000071462	WBSCR22	-0.642729986	3.02E-08
ENSG00000071537	SEL1L	-0.000261685	0.997236543
ENSG00000071539	TRIP13	-0.040621254	0.48287687
ENSG00000071553	ATP6AP1	0.371908736	7.73E-07
ENSG00000071564	TCF3	0.194450621	0.004371332
ENSG00000071575	TRIB2	0.480557433	0.000395766
ENSG00000071626	DAZAP1	-0.206639655	0.001141729
ENSG00000071655	MBD3	-0.28386954	0.000215271
ENSG00000071794	HLTF	-0.272769959	0.000123561
ENSG00000071859	FAM50A	0.131514143	0.031247061
ENSG00000071889	FAM3A	0.08454289	0.276284412
ENSG00000071894	CPSF1	0.486439059	5.03E-07
ENSG00000071967	CYBRD1	0.906814248	6.15E-08
ENSG00000071994	PDCD2	-0.345280792	1.72E-06
ENSG00000072041	SLC6A15	-0.441370076	1.33E-06
ENSG00000072042	RDH11	0.067581502	0.245615348
ENSG00000072062	PRKACA	0.307976939	7.32642E-05
ENSG00000072071	LPHN1	0.423510166	9.70E-06
ENSG00000072110	ACTN1	0.287807927	0.000110019
ENSG00000072121	ZFYVE26	0.104251245	0.111052397
ENSG00000072133	RPS6KA6	0.379194976	0.000927381
ENSG00000072134	EPN2	0.018006158	0.850116227
ENSG00000072135	PTPN18	-0.062025192	0.706612249
ENSG00000072195	SPEG	0.658288091	0.000156377
ENSG00000072201	LNX1	-0.521054813	0.151728643
ENSG00000072210	ALDH3A2	-0.126057581	0.045611685
ENSG00000072274	TFRC	-0.243605001	1.61874E-05
ENSG00000072310	SREBF1	0.58782878	9.51E-06
ENSG00000072364	AFF4	-0.408195902	1.02E-06
ENSG00000072401	UBE2D1	0.893038027	0.000183914
ENSG00000072415	MPP5	0.069125379	0.31423097
ENSG00000072422	RHOBTB1	-0.424943222	5.83454E-05
ENSG00000072501	SMC1A	-0.437360757	7.17E-08
ENSG00000072506	HSD17B10	-0.170226732	0.006068049
ENSG00000072518	MARK2	0.26774984	0.000251454
ENSG00000072571	HMMR	-0.767616632	9.84E-10
ENSG00000072609	CHFR	-0.085840536	0.345583442
ENSG00000072682	P4HA2	0.812679747	1.56E-07
ENSG00000072736	NFATC3	0.278434508	0.000246576
ENSG00000072756	TRNT1	0.106876054	0.287177244
ENSG00000072778	ACADVL	1.227286566	8.85E-11
ENSG00000072786	STK10	0.307451192	0.001723308
ENSG00000072803	FBXW11	0.020615014	0.739715453
ENSG00000072818	ACAP1	0.847313871	0.005210272
ENSG00000072832	CRMP1	0.121300237	0.636447764
ENSG00000072840	EVC	-0.106318671	0.198965752
ENSG00000072849	DERL2	-0.260181707	0.0005179
ENSG00000072864	NDE1	0.092471213	0.243250877
ENSG00000072954	TMEM38A	0.20936409	0.248734229
ENSG00000072958	AP1M1	-0.016255319	0.819311527
ENSG00000073008	PVR	-0.414172544	2.84E-06
ENSG00000073009	IKBKG	0.331414371	0.03868948
ENSG00000073050	XRCC1	-0.038207322	0.642999007
ENSG00000073060	SCARB1	-0.312276568	0.000206432
ENSG00000073111	MCM2	-0.285053071	8.15E-06
ENSG00000073150	PANX2	0.772097448	0.0024692
ENSG00000073169	SELO	-0.171748393	0.046062678
ENSG00000073331	ALPK1	0.089142066	0.449629028
ENSG00000073350	LLGL2	0.692366875	1.18038E-05
ENSG00000073417	PDE8A	0.129426833	0.080657431
ENSG00000073536	NLE1	-0.744148011	4.55E-09
ENSG00000073578	SDHA	0.029548324	0.60039941
ENSG00000073584	SMARCE1	-0.178334895	0.00848466
ENSG00000073605	GSDMB	-0.041084056	0.901873931
ENSG00000073614	KDM5A	-0.152401695	0.017305883
ENSG00000073670	ADAM11	0.599483785	2.26E-06
ENSG00000073711	PPP2R3A	-0.105295452	0.350282821
ENSG00000073712	FERMT2	-0.000045164	0.999630237
